Argument ID,Date,Duration (minutes),Topic,Emotional Tone,Resolution Type,Mood Swing,Notes
591,2024-02-02,48,Personal Space,Happy,Resolution Discussed,Moderate,Discussed personal space for 48 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
592,2024-02-25,52,Personal Space,Supportive,Apology,Severe,Discussed personal space for 52 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: Apology.
593,2024-01-11,52,Time Management,Happy,Resolution Discussed,Severe,Discussed time management for 52 minutes. Emotional tone was Happy. Mood swings observed: Severe. Resolution type: Resolution Discussed.
594,2024-03-01,57,Family Responsibilities,Angry,Resolution Discussed,None,Discussed family responsibilities for 57 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: Resolution Discussed.
595,2024-01-30,39,Personal Space,Disappointed,Apology,None,Discussed personal space for 39 minutes. Emotional tone was Disappointed. Mood swings observed: None. Resolution type: Apology.
596,2024-01-15,13,Personal Space,Annoyed,Resolution Discussed,None,Discussed personal space for 13 minutes. Emotional tone was Annoyed. Mood swings observed: None. Resolution type: Resolution Discussed.
597,2024-02-24,44,Money Management,Supportive,Compromise,None,Discussed money management for 44 minutes. Emotional tone was Supportive. Mood swings observed: None. Resolution type: Compromise.
598,2024-02-18,54,Parenting Styles,Supportive,No Resolution,Mild,Discussed parenting styles for 54 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: No Resolution.
599,2024-01-27,20,Personal Space,Annoyed,Apology,None,Discussed personal space for 20 minutes. Emotional tone was Annoyed. Mood swings observed: None. Resolution type: Apology.
600,2024-02-11,36,Future Goals,Hurt,Compromise,Moderate,Discussed future goals for 36 minutes. Emotional tone was Hurt. Mood swings observed: Moderate. Resolution type: Compromise.
601,2024-02-05,11,Time Management,Hurt,No Resolution,None,Discussed time management for 11 minutes. Emotional tone was Hurt. Mood swings observed: None. Resolution type: No Resolution.
602,2024-01-13,23,Social Activities,Angry,Resolution Discussed,Mild,Discussed social activities for 23 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Resolution Discussed.
603,2024-01-26,46,Social Activities,Supportive,Resolution Discussed,Severe,Discussed social activities for 46 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: Resolution Discussed.
604,2024-02-22,43,Social Activities,Hurt,Resolution Discussed,Mild,Discussed social activities for 43 minutes. Emotional tone was Hurt. Mood swings observed: Mild. Resolution type: Resolution Discussed.
605,2024-01-29,27,Family Responsibilities,Angry,Compromise,Mild,Discussed family responsibilities for 27 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Compromise.
606,2024-01-15,14,Personal Space,Annoyed,Apology,None,Discussed personal space for 14 minutes. Emotional tone was Annoyed. Mood swings observed: None. Resolution type: Apology.
607,2024-01-30,16,Personal Space,Annoyed,Apology,Severe,Discussed personal space for 16 minutes. Emotional tone was Annoyed. Mood swings observed: Severe. Resolution type: Apology.
608,2024-02-29,28,Parenting Styles,Angry,Apology,None,Discussed parenting styles for 28 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: Apology.
609,2024-01-10,46,Personal Space,Angry,No Resolution,None,Discussed personal space for 46 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: No Resolution.
610,2024-01-06,13,Social Activities,Hurt,Resolution Discussed,Severe,Discussed social activities for 13 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: Resolution Discussed.
611,2024-02-24,42,Parenting Styles,Annoyed,Apology,Mild,Discussed parenting styles for 42 minutes. Emotional tone was Annoyed. Mood swings observed: Mild. Resolution type: Apology.
612,2024-02-26,12,Personal Space,Frustrated,Apology,Moderate,Discussed personal space for 12 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Apology.
613,2024-01-06,26,Time Management,Frustrated,Compromise,Mild,Discussed time management for 26 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: Compromise.
614,2024-01-28,45,Time Management,Annoyed,No Resolution,Mild,Discussed time management for 45 minutes. Emotional tone was Annoyed. Mood swings observed: Mild. Resolution type: No Resolution.
615,2024-01-17,41,Parenting Styles,Disappointed,Apology,Mild,Discussed parenting styles for 41 minutes. Emotional tone was Disappointed. Mood swings observed: Mild. Resolution type: Apology.
616,2024-01-08,27,Social Activities,Calm,Apology,Severe,Discussed social activities for 27 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: Apology.
617,2024-01-29,25,Family Responsibilities,Supportive,Resolution Discussed,None,Discussed family responsibilities for 25 minutes. Emotional tone was Supportive. Mood swings observed: None. Resolution type: Resolution Discussed.
618,2024-01-11,8,Personal Space,Frustrated,Apology,None,Discussed personal space for 8 minutes. Emotional tone was Frustrated. Mood swings observed: None. Resolution type: Apology.
619,2024-01-31,27,Social Activities,Angry,No Resolution,None,Discussed social activities for 27 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: No Resolution.
620,2024-02-19,17,Social Activities,Calm,Resolution Discussed,Severe,Discussed social activities for 17 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: Resolution Discussed.
621,2024-01-12,31,Personal Space,Frustrated,Resolution Discussed,Moderate,Discussed personal space for 31 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
622,2024-01-30,35,Social Activities,Happy,No Resolution,None,Discussed social activities for 35 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: No Resolution.
623,2024-02-19,46,Future Goals,Supportive,Resolution Discussed,Mild,Discussed future goals for 46 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: Resolution Discussed.
624,2024-01-27,14,Money Management,Hurt,Apology,Severe,Discussed money management for 14 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: Apology.
625,2024-01-06,56,Social Activities,Angry,Resolution Discussed,Severe,Discussed social activities for 56 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Resolution Discussed.
626,2024-01-28,13,Social Activities,Disappointed,Resolution Discussed,Severe,Discussed social activities for 13 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: Resolution Discussed.
627,2024-01-07,20,Parenting Styles,Frustrated,Apology,Moderate,Discussed parenting styles for 20 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Apology.
628,2024-01-19,5,Household Chores,Disappointed,Apology,Moderate,Discussed household chores for 5 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: Apology.
629,2024-02-21,41,Family Responsibilities,Frustrated,Resolution Discussed,Moderate,Discussed family responsibilities for 41 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
630,2024-02-15,17,Future Goals,Calm,Resolution Discussed,Mild,Discussed future goals for 17 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: Resolution Discussed.
631,2024-02-29,16,Household Chores,Disappointed,Apology,None,Discussed household chores for 16 minutes. Emotional tone was Disappointed. Mood swings observed: None. Resolution type: Apology.
632,2024-02-07,42,Future Goals,Supportive,No Resolution,None,Discussed future goals for 42 minutes. Emotional tone was Supportive. Mood swings observed: None. Resolution type: No Resolution.
633,2024-01-22,5,Family Responsibilities,Angry,Compromise,Severe,Discussed family responsibilities for 5 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Compromise.
634,2024-02-29,13,Money Management,Frustrated,Apology,Severe,Discussed money management for 13 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Apology.
635,2024-02-05,19,Social Activities,Calm,No Resolution,Moderate,Discussed social activities for 19 minutes. Emotional tone was Calm. Mood swings observed: Moderate. Resolution type: No Resolution.
636,2024-01-30,22,Time Management,Hurt,Apology,None,Discussed time management for 22 minutes. Emotional tone was Hurt. Mood swings observed: None. Resolution type: Apology.
637,2024-01-31,32,Household Chores,Happy,Apology,Severe,Discussed household chores for 32 minutes. Emotional tone was Happy. Mood swings observed: Severe. Resolution type: Apology.
638,2024-01-12,36,Personal Space,Happy,Apology,Severe,Discussed personal space for 36 minutes. Emotional tone was Happy. Mood swings observed: Severe. Resolution type: Apology.
639,2024-01-10,54,Social Activities,Frustrated,Apology,None,Discussed social activities for 54 minutes. Emotional tone was Frustrated. Mood swings observed: None. Resolution type: Apology.
640,2024-02-02,36,Parenting Styles,Annoyed,Resolution Discussed,Severe,Discussed parenting styles for 36 minutes. Emotional tone was Annoyed. Mood swings observed: Severe. Resolution type: Resolution Discussed.
641,2024-01-09,56,Parenting Styles,Angry,Resolution Discussed,Severe,Discussed parenting styles for 56 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Resolution Discussed.
642,2024-02-27,21,Time Management,Disappointed,Resolution Discussed,Mild,Discussed time management for 21 minutes. Emotional tone was Disappointed. Mood swings observed: Mild. Resolution type: Resolution Discussed.
643,2024-01-10,50,Money Management,Angry,Compromise,Mild,Discussed money management for 50 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Compromise.
644,2024-01-31,26,Social Activities,Frustrated,No Resolution,None,Discussed social activities for 26 minutes. Emotional tone was Frustrated. Mood swings observed: None. Resolution type: No Resolution.
645,2024-02-17,33,Parenting Styles,Calm,Resolution Discussed,Severe,Discussed parenting styles for 33 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: Resolution Discussed.
646,2024-01-29,56,Social Activities,Supportive,No Resolution,None,Discussed social activities for 56 minutes. Emotional tone was Supportive. Mood swings observed: None. Resolution type: No Resolution.
647,2024-02-29,19,Social Activities,Disappointed,Apology,None,Discussed social activities for 19 minutes. Emotional tone was Disappointed. Mood swings observed: None. Resolution type: Apology.
648,2024-01-06,9,Money Management,Hurt,Compromise,Mild,Discussed money management for 9 minutes. Emotional tone was Hurt. Mood swings observed: Mild. Resolution type: Compromise.
649,2024-02-12,20,Family Responsibilities,Happy,Resolution Discussed,Moderate,Discussed family responsibilities for 20 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
650,2024-02-06,13,Time Management,Hurt,Compromise,Mild,Discussed time management for 13 minutes. Emotional tone was Hurt. Mood swings observed: Mild. Resolution type: Compromise.
651,2024-02-17,16,Personal Space,Frustrated,Compromise,Moderate,Discussed personal space for 16 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Compromise.
652,2024-01-01,51,Household Chores,Annoyed,No Resolution,None,Discussed household chores for 51 minutes. Emotional tone was Annoyed. Mood swings observed: None. Resolution type: No Resolution.
653,2024-02-06,29,Money Management,Frustrated,Apology,Severe,Discussed money management for 29 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Apology.
654,2024-01-20,21,Social Activities,Angry,Resolution Discussed,Mild,Discussed social activities for 21 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Resolution Discussed.
